Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z
1940,0.9,Premium,E,SI2,60.7,61.0,3084,6.22,6.16,3.76
1941,0.9,Premium,E,SI2,59.5,61.0,3084,6.3,6.24,3.73
1945,0.81,Ideal,H,VS2,61.6,56.0,3084,6.03,5.98,3.7
1946,0.81,Premium,G,VS2,61.2,60.0,3084,6.0,5.99,3.67
1949,0.72,Ideal,F,VS1,62.4,56.0,3084,5.76,5.72,3.58
1951,0.84,Premium,E,SI2,59.2,59.0,3086,6.19,6.14,3.65
1952,0.75,Ideal,E,VS1,61.8,55.0,3086,5.85,5.87,3.62
1957,0.76,Ideal,E,SI1,62.4,57.0,3087,5.83,5.87,3.65
1958,0.74,Ideal,D,VS2,61.9,56.0,3087,5.84,5.79,3.6
1961,0.79,Premium,F,VS2,60.7,60.0,3089,5.95,5.97,3.62
1962,0.77,Ideal,H,SI1,61.3,56.0,3089,5.87,5.91,3.61
1963,0.73,Ideal,G,SI1,61.4,57.0,3089,5.74,5.79,3.54
1964,0.73,Ideal,G,SI1,60.9,57.0,3089,5.81,5.85,3.55
1965,0.73,Ideal,G,SI1,60.6,57.0,3089,5.84,5.87,3.55
1966,0.73,Ideal,G,SI1,61.9,55.0,3089,5.76,5.8,3.58
1967,0.73,Ideal,G,SI1,61.2,57.0,3089,5.79,5.86,3.56
1968,0.73,Ideal,G,SI1,61.7,57.0,3089,5.78,5.81,3.57
1969,0.71,Ideal,D,VS1,62.5,57.0,3090,5.71,5.68,3.56
1970,0.58,Ideal,F,VVS1,61.7,55.0,3090,5.36,5.39,3.31
1971,0.87,Ideal,F,SI2,62.2,56.0,3090,6.03,6.13,3.78
1973,0.72,Ideal,E,VS2,60.8,57.0,3091,5.79,5.82,3.53
1974,0.92,Premium,J,VS2,60.9,62.0,3091,6.31,6.26,3.83
1975,1.2,Premium,G,I1,60.3,58.0,3091,6.82,6.77,4.1
1979,0.7,Ideal,D,VS2,61.6,58.0,3092,5.66,5.7,3.5
1980,0.7,Ideal,D,VS2,62.3,55.0,3092,5.67,5.7,3.54
1982,0.7,Ideal,E,VS2,62.0,57.0,3093,5.68,5.71,3.53
1983,0.7,Ideal,D,VS1,61.9,57.0,3093,5.69,5.72,3.53
1984,0.72,Ideal,E,VVS2,62.1,57.0,3093,5.76,5.74,3.57
1985,0.71,Ideal,G,VVS2,62.5,57.0,3095,5.7,5.73,3.57
1988,0.94,Premium,F,SI2,62.3,59.0,3095,6.32,6.23,3.91
1989,0.9,Premium,H,SI1,62.4,56.0,3095,6.13,6.05,3.8
1993,0.91,Premium,F,SI2,62.1,56.0,3096,6.26,6.21,3.87
1994,0.81,Ideal,I,SI1,61.3,56.0,3097,6.23,6.27,3.83
1995,0.81,Premium,F,SI1,60.3,59.0,3097,5.98,6.05,3.63
1996,0.52,Ideal,E,VVS1,61.8,55.0,3097,5.19,5.2,3.21
1997,0.53,Ideal,D,VVS1,61.6,55.0,3097,5.21,5.27,3.23
2000,0.72,Ideal,D,VS2,61.8,57.0,3099,5.76,5.73,3.55
2002,0.93,Ideal,I,SI2,62.3,57.0,3101,6.2,6.22,3.87
2003,0.74,Ideal,F,VVS2,61.5,54.0,3101,5.84,5.86,3.6
2004,0.81,Ideal,E,SI2,62.1,55.0,3101,5.94,5.98,3.7
2005,0.71,Premium,E,VS2,62.2,59.0,3101,5.79,5.76,3.59
2008,0.72,Ideal,G,VS1,61.3,56.0,3102,5.77,5.82,3.55
2010,0.83,Ideal,E,SI2,61.9,53.0,3103,6.04,6.08,3.75
2011,0.66,Ideal,D,VVS2,61.6,57.0,3103,5.57,5.64,3.45
2012,0.71,Ideal,E,VS2,62.2,56.0,3103,5.7,5.75,3.56
2013,0.78,Premium,D,SI1,61.8,59.0,3103,5.93,5.88,3.65
2020,0.78,Ideal,I,VS1,61.9,56.0,3105,5.91,5.94,3.67
2021,0.78,Ideal,I,VS1,60.7,56.0,3105,5.97,6.03,3.64
2023,0.9,Premium,H,SI2,62.4,61.0,3105,6.11,6.03,3.79
2027,0.9,Ideal,J,VS2,59.8,56.0,3105,6.27,6.24,3.74
2030,0.7,Premium,G,VVS1,61.2,56.0,3105,5.75,5.68,3.5
2032,0.72,Ideal,F,VS1,62.4,55.0,3105,5.78,5.75,3.6
2033,0.9,Premium,H,SI2,59.6,59.0,3105,6.38,6.24,3.76
2035,0.72,Premium,F,VVS2,61.6,59.0,3105,5.78,5.72,3.54
2036,0.79,Ideal,E,SI1,62.1,54.0,3107,5.92,5.96,3.69
2039,0.7,Ideal,E,VS1,62.2,58.0,3107,5.62,5.69,3.52
2042,0.32,Ideal,I,VVS2,61.5,56.0,561,4.4,4.42,2.71
2043,0.32,Ideal,H,VS1,61.3,55.0,561,4.41,4.43,2.71
2044,0.32,Premium,G,VS2,61.0,59.0,561,4.42,4.46,2.71
2045,0.32,Premium,H,VS1,61.3,60.0,561,4.33,4.38,2.67
2046,0.32,Premium,G,VS2,62.3,60.0,561,4.37,4.4,2.73
2049,0.32,Ideal,G,VS2,61.8,57.0,561,4.38,4.42,2.72
2053,0.32,Premium,G,VS2,62.0,58.0,561,4.33,4.38,2.7
2059,0.32,Premium,H,VS1,60.6,60.0,561,4.4,4.44,2.68
2060,0.32,Ideal,G,VS2,60.3,57.0,561,4.43,4.46,2.68
2063,0.32,Premium,E,SI1,60.2,60.0,561,4.39,4.44,2.66
2064,0.32,Premium,G,VS2,62.1,60.0,561,4.34,4.39,2.71
2065,0.32,Premium,I,VVS2,61.9,59.0,561,4.35,4.38,2.7
2066,0.32,Premium,H,VS1,62.4,58.0,561,4.35,4.4,2.73
2067,0.32,Premium,G,VS2,61.5,58.0,561,4.35,4.4,2.69
2068,0.32,Ideal,E,SI1,61.9,56.0,561,4.39,4.43,2.73
2069,0.32,Premium,G,VS2,61.5,60.0,561,4.4,4.42,2.71
2070,0.32,Premium,E,SI1,61.9,59.0,561,4.36,4.39,2.71
2074,0.76,Premium,E,VS2,60.3,60.0,3107,5.97,5.94,3.59
2075,0.81,Premium,H,VS1,61.7,58.0,3107,5.98,5.95,3.68
2076,0.77,Ideal,F,SI1,61.5,56.0,3108,5.89,5.95,3.64
2077,0.74,Premium,E,VS2,62.4,59.0,3108,5.77,5.73,3.59
2078,0.75,Premium,E,VS2,59.9,61.0,3108,5.97,5.91,3.56
2080,0.7,Premium,F,VVS1,61.9,59.0,3109,5.67,5.6,3.49
2081,0.81,Ideal,E,SI1,62.4,57.0,3109,5.92,5.97,3.71
2088,0.79,Premium,D,SI1,61.4,59.0,3112,5.89,5.96,3.64
2091,0.71,Ideal,E,VS2,61.6,57.0,3112,5.71,5.79,3.54
2094,0.82,Ideal,I,VS1,61.3,57.0,3113,6.02,6.07,3.7
2097,0.76,Ideal,G,VS2,61.7,55.0,3114,5.86,5.91,3.63
2098,0.77,Ideal,G,VS2,62.1,56.0,3114,5.85,5.88,3.64
2100,0.93,Ideal,G,SI2,61.0,54.0,3114,6.35,6.32,3.87
2104,0.84,Premium,F,SI1,59.0,59.0,3115,6.18,6.13,3.63
2108,0.71,Ideal,F,VS2,61.2,56.0,3116,5.77,5.79,3.54
2110,1.08,Premium,H,I1,61.7,59.0,3118,6.54,6.59,4.05
2111,0.85,Ideal,G,SI1,60.4,56.0,3118,6.26,6.17,3.75
2114,0.87,Ideal,H,VS2,61.7,57.0,3118,6.14,6.09,3.77
2116,0.7,Ideal,F,SI1,61.9,55.0,3119,5.7,5.74,3.54
2117,0.7,Ideal,F,SI1,61.2,55.0,3119,5.74,5.76,3.52
2118,1.02,Premium,J,SI2,62.3,58.0,3119,6.42,6.37,3.98
2121,0.75,Ideal,E,VS2,62.0,56.0,3120,5.82,5.85,3.62
2123,0.77,Ideal,G,VS1,62.4,54.0,3121,5.93,5.89,3.69
2125,0.9,Premium,I,SI1,61.8,58.0,3121,6.26,6.2,3.85
2127,0.9,Premium,I,SI1,62.1,59.0,3121,6.19,6.15,3.83
2128,0.86,Ideal,I,VS2,62.1,57.0,3121,6.1,6.07,3.78
2130,0.72,Ideal,H,VS2,61.7,56.0,3122,5.74,5.77,3.56
2131,0.72,Ideal,H,VS2,60.1,56.0,3122,5.85,5.88,3.52
2134,0.7,Ideal,G,VVS1,62.3,57.0,3123,5.61,5.65,3.51
2135,0.71,Ideal,F,VS2,61.8,56.2,3123,5.7,5.75,3.53
2136,0.71,Ideal,G,VS1,60.9,56.6,3123,5.75,5.79,3.52
2137,0.71,Ideal,G,VS1,61.8,56.1,3123,5.72,5.74,3.54
2138,0.82,Ideal,G,SI1,60.7,57.0,3123,6.07,6.06,3.68
2140,0.72,Ideal,H,VVS1,61.4,56.0,3124,5.79,5.77,3.55
2142,0.83,Ideal,E,SI2,61.3,57.0,3125,6.02,6.05,3.7
2145,0.52,Ideal,E,VVS1,61.8,55.0,3125,5.2,5.19,3.21
2146,0.93,Premium,J,VS2,61.1,59.0,3125,6.34,6.32,3.87
2148,0.72,Ideal,G,VVS2,61.2,57.0,3126,5.72,5.81,3.53
2149,0.57,Ideal,D,VVS1,61.6,56.0,3126,5.33,5.35,3.29
2153,0.73,Ideal,G,VVS2,62.2,55.0,3127,5.77,5.74,3.58
2154,0.73,Ideal,G,VVS2,61.9,56.0,3127,5.81,5.75,3.58
2155,0.73,Premium,E,VS2,61.9,57.0,3127,5.79,5.75,3.57
2156,0.71,Ideal,E,SI1,61.1,57.0,3128,5.75,5.77,3.52
2157,0.7,Ideal,D,VS2,61.5,56.0,3129,5.7,5.74,3.52
2161,0.74,Ideal,I,VVS2,61.3,57.0,3130,5.82,5.85,3.57
2162,0.74,Ideal,G,SI1,60.6,55.0,3130,5.87,5.93,3.57
2163,0.74,Ideal,G,SI1,61.9,55.0,3130,5.8,5.83,3.6
2164,0.74,Ideal,G,SI1,61.3,57.0,3130,5.81,5.83,3.57
2168,0.72,Ideal,H,VS1,61.6,55.0,3133,5.76,5.8,3.56
2169,0.82,Ideal,G,SI1,61.8,55.0,3133,6.02,6.05,3.73
2170,0.74,Premium,E,VS1,60.0,57.0,3133,5.94,5.89,3.55
2172,0.71,Ideal,D,VS2,61.2,56.0,3135,5.76,5.78,3.53
2173,0.71,Ideal,D,VS2,60.4,57.0,3135,5.77,5.82,3.5
2176,0.81,Premium,D,SI1,60.7,58.0,3135,6.07,5.99,3.66
2179,0.8,Premium,G,VS2,59.6,59.0,3136,6.09,6.0,3.6
2180,0.75,Ideal,E,VS2,60.2,57.0,3136,5.93,5.9,3.56
2181,1.0,Premium,E,I1,62.3,58.0,3136,6.38,6.33,3.96
2182,0.71,Ideal,D,VS1,62.2,55.0,3136,5.74,5.71,3.56
2185,1.0,Premium,G,SI2,62.5,59.0,3136,6.41,6.33,3.98
2186,1.0,Ideal,H,I1,61.3,57.0,3136,6.44,6.41,3.94
2187,0.8,Ideal,F,SI1,61.0,56.0,3137,5.98,6.05,3.67
2188,0.72,Premium,H,VVS1,61.4,58.0,3137,5.75,5.78,3.54
2189,0.71,Ideal,H,VVS1,61.1,56.0,3137,5.78,5.81,3.53
2190,0.71,Ideal,D,VS2,62.3,56.0,3137,5.68,5.72,3.55
2199,0.72,Ideal,G,VVS2,62.4,57.0,3139,5.71,5.76,3.58
2200,0.54,Ideal,D,VVS1,61.4,58.0,3139,5.28,5.25,3.23
2201,0.73,Ideal,F,VS1,61.1,57.0,3140,5.8,5.89,3.57
2202,0.7,Ideal,G,VS1,61.2,57.0,3140,5.7,5.74,3.5
2204,0.73,Ideal,D,SI1,62.4,53.0,3140,5.82,5.79,3.62
2205,1.02,Premium,H,I1,62.5,60.0,3141,6.39,6.41,4.0
2207,0.9,Premium,J,SI1,60.4,59.0,3141,6.27,6.24,3.78
2208,1.0,Premium,G,SI2,59.1,59.0,3142,6.55,6.48,0.0
2209,0.7,Ideal,E,VS2,61.9,56.0,3142,5.69,5.72,3.53
2212,1.0,Premium,G,SI2,61.5,56.0,3142,6.49,6.44,3.97
2215,0.83,Ideal,E,SI2,61.0,57.0,3143,6.06,6.13,3.72
2221,0.9,Premium,I,VS1,60.7,58.0,3145,6.3,6.19,3.79
2223,0.7,Ideal,H,VS2,61.2,56.0,3145,5.72,5.75,3.51
2224,0.7,Ideal,H,VS2,61.2,57.0,3145,5.73,5.77,3.52
2225,0.71,Ideal,E,VS2,60.1,59.0,3145,5.79,5.83,3.49
2226,0.7,Ideal,G,SI1,61.6,55.0,3145,5.71,5.76,3.53
2231,0.74,Premium,G,VVS1,61.2,59.0,3145,5.84,5.79,3.56
2232,0.72,Ideal,E,VS2,60.6,57.0,3145,5.85,5.83,3.54
2234,0.78,Premium,D,SI1,60.9,55.0,3145,6.0,5.93,3.63
2236,0.71,Ideal,H,IF,61.2,56.0,3146,5.74,5.79,3.53
2239,0.81,Ideal,F,SI1,61.2,57.0,3146,6.0,6.05,3.69
2240,0.78,Ideal,E,SI1,62.1,58.0,3146,5.86,5.9,3.65
2244,0.77,Ideal,G,VS1,62.2,56.0,3148,5.9,5.85,3.66
2251,1.03,Premium,J,SI2,62.2,59.0,3149,6.42,6.4,3.99
2254,0.75,Ideal,E,VS2,61.7,56.0,3150,5.86,5.84,3.61
2255,0.75,Premium,E,VS2,61.8,58.0,3150,5.85,5.83,3.61
2256,0.72,Ideal,F,VS2,61.3,56.0,3151,5.78,5.8,3.55
2258,0.75,Ideal,D,SI1,62.0,58.0,3152,5.81,5.84,3.61
2261,0.8,Ideal,H,VS2,60.6,56.0,3153,6.03,6.08,3.67
2262,0.71,Ideal,D,VS2,62.0,57.0,3153,5.69,5.73,3.54
2268,0.58,Ideal,D,VVS1,61.6,60.0,3154,5.34,5.35,3.29
2269,0.73,Ideal,G,VS2,61.7,56.0,3154,5.79,5.81,3.58
2270,0.77,Ideal,G,VS2,61.7,55.0,3154,5.87,5.9,3.63
2271,0.7,Ideal,F,VS1,61.2,58.0,3154,5.7,5.73,3.5
2272,0.7,Ideal,F,VS1,61.7,55.0,3154,5.72,5.76,3.54
2274,0.8,Ideal,D,SI2,61.9,54.0,3154,6.0,5.95,3.7
2276,0.64,Ideal,E,VVS2,62.1,53.0,3157,5.51,5.54,3.43
2277,1.06,Premium,F,I1,60.3,58.0,3158,6.59,6.56,3.96
2278,0.77,Ideal,D,SI1,62.3,56.0,3158,5.84,5.87,3.65
2280,0.82,Premium,D,SI2,61.7,56.0,3159,6.01,5.99,3.7
2281,0.78,Ideal,E,VS2,62.1,54.0,3159,5.92,5.94,3.68
2282,0.7,Ideal,F,VVS2,62.0,57.0,3160,5.68,5.74,3.54
2289,0.9,Ideal,J,VS2,61.3,57.0,3160,6.16,6.24,3.8
2292,0.81,Ideal,D,SI2,61.9,54.0,3160,5.96,5.99,3.7
2294,0.63,Ideal,E,VVS1,62.4,56.0,3161,5.48,5.52,3.43
2295,0.71,Premium,D,VS2,62.4,59.0,3161,5.73,5.68,3.56
2296,0.71,Ideal,D,VS2,62.5,55.0,3161,5.74,5.71,3.58
2297,0.71,Premium,D,VS2,59.2,59.0,3161,5.86,5.8,3.45
2302,0.7,Ideal,F,VS1,61.0,58.0,3162,5.74,5.76,3.51
2306,0.79,Ideal,F,SI1,61.3,56.0,3163,5.96,6.01,3.67
2307,0.73,Ideal,H,VS2,61.4,55.0,3164,5.79,5.82,3.56
2308,0.73,Ideal,H,VS2,61.0,56.0,3164,5.83,5.88,3.57
2311,0.92,Premium,H,SI1,60.7,59.0,3165,6.34,6.25,3.82
2316,0.71,Ideal,G,VVS1,62.1,56.0,3167,5.72,5.84,3.59
2317,0.72,Ideal,H,VS1,61.8,55.0,3167,5.78,5.81,3.58
2319,0.79,Ideal,H,SI1,61.4,56.0,3167,5.93,5.96,3.65
2320,0.85,Ideal,E,SI1,61.8,54.0,3167,6.1,6.14,3.78
2321,0.7,Ideal,H,IF,62.2,55.0,3167,5.68,5.71,3.54
2322,0.72,Premium,F,VS1,62.2,57.0,3167,5.74,5.67,3.55
2325,1.08,Ideal,F,I1,61.8,56.0,3168,6.64,6.62,4.1
2326,1.23,Ideal,H,I1,61.6,55.0,3168,6.92,6.87,4.25
2328,0.79,Ideal,F,SI1,61.2,56.0,3169,5.96,6.01,3.66
2329,0.77,Ideal,F,SI1,61.4,55.0,3169,5.93,5.95,3.65
2332,0.92,Ideal,J,SI1,62.3,56.0,3170,6.24,6.29,3.9
2333,0.76,Ideal,E,SI1,61.8,57.0,3170,5.84,5.87,3.62
2334,0.75,Ideal,E,SI1,62.1,55.0,3170,5.81,5.85,3.62
2335,0.74,Premium,F,VS1,61.7,57.0,3170,5.85,5.79,3.59
2336,0.74,Ideal,F,VS1,62.3,56.0,3170,5.79,5.76,3.6
2338,0.74,Ideal,F,VS1,61.7,56.0,3170,5.83,5.78,3.58
2339,0.74,Ideal,F,VS1,62.3,57.0,3170,5.79,5.77,3.6
2340,0.74,Ideal,F,VS2,62.1,56.0,3171,5.79,5.83,3.61
2342,0.83,Ideal,H,VS2,61.6,55.0,3171,6.04,6.08,3.73
2343,0.78,Ideal,G,VS2,62.2,57.0,3171,5.87,5.9,3.66
2344,0.75,Ideal,G,SI1,61.8,55.0,3171,5.81,5.84,3.6
2345,0.83,Ideal,G,SI1,61.8,55.0,3171,6.05,6.09,3.75
2346,0.79,Ideal,E,SI1,60.3,56.0,3171,5.99,6.05,3.63
2347,1.03,Ideal,H,I1,61.5,57.0,3172,6.48,6.52,4.0
2348,1.03,Premium,H,I1,61.1,60.0,3172,6.46,6.51,3.96
2349,1.03,Ideal,H,SI2,62.4,57.0,3172,6.43,6.36,4.0
2351,0.7,Ideal,E,VS2,62.2,55.0,3172,5.64,5.67,3.52
2355,1.01,Premium,G,SI2,60.1,58.0,3173,6.54,6.39,3.89
2356,0.8,Ideal,D,SI2,61.5,58.0,3173,5.97,6.0,3.68
2358,0.92,Premium,H,SI2,60.4,59.0,3174,6.36,6.33,3.83
2360,0.7,Ideal,H,VVS1,60.2,57.0,3175,5.78,5.82,3.49
2361,0.9,Ideal,J,VS1,62.5,55.0,3175,6.18,6.14,3.85
2363,0.9,Premium,G,SI2,61.9,61.0,3175,6.13,6.06,3.77
2364,0.9,Premium,J,VS1,62.3,56.0,3175,6.23,6.19,3.87
2370,0.77,Ideal,G,VS1,62.4,54.0,3176,5.89,5.93,3.69
2371,0.32,Ideal,F,SI2,61.7,56.0,561,4.41,4.44,2.73
2372,0.32,Premium,G,VS2,62.5,58.0,561,4.36,4.38,2.73
2373,0.32,Ideal,G,VS2,62.0,57.0,561,4.39,4.41,2.73
2374,0.32,Ideal,H,VS1,61.8,55.0,561,4.41,4.42,2.73
2375,0.32,Ideal,G,VS2,61.5,57.0,561,4.4,4.41,2.71
2377,0.32,Premium,I,VVS2,62.1,59.0,561,4.35,4.38,2.71
2380,0.32,Premium,G,VS2,60.8,59.0,561,4.41,4.44,2.69
2381,0.32,Premium,G,VS2,61.1,58.0,561,4.42,4.45,2.71
2385,0.32,Premium,E,SI1,62.3,58.0,561,4.37,4.4,2.73
2387,0.32,Premium,G,VS2,61.5,60.0,561,4.36,4.39,2.69
2388,0.32,Premium,G,VS2,60.7,58.0,561,4.38,4.42,2.67
2389,0.32,Premium,G,VS2,61.5,59.0,561,4.4,4.42,2.71
2390,0.32,Ideal,G,VS2,61.4,57.0,561,4.39,4.4,2.7
2391,0.32,Ideal,G,VS2,62.0,57.0,561,4.37,4.4,2.72
2392,0.32,Ideal,E,SI1,61.8,55.0,561,4.42,4.45,2.74
2393,0.32,Ideal,H,VS1,61.1,56.0,561,4.44,4.46,2.72
2394,0.32,Ideal,G,VS2,62.5,56.0,561,4.38,4.42,2.75
2396,0.32,Ideal,G,VS2,61.8,55.0,561,4.41,4.43,2.73
2397,0.32,Premium,G,VS2,61.2,59.0,561,4.38,4.41,2.69
2400,0.31,Ideal,G,VS2,61.7,55.0,562,4.37,4.39,2.7
2401,0.7,Ideal,E,VS2,61.1,56.0,3176,5.73,5.76,3.51
2402,0.72,Ideal,D,SI2,60.5,57.0,3176,5.82,5.89,3.54
2404,0.74,Ideal,D,VS2,61.1,54.0,3177,5.86,5.89,3.59
2406,0.74,Ideal,H,VS2,62.2,55.0,3178,5.83,5.81,3.62
2408,0.72,Ideal,D,VS2,60.8,56.0,3179,5.8,5.84,3.54
2409,0.72,Ideal,D,VS2,62.1,57.0,3179,5.69,5.75,3.55
2416,0.72,Ideal,H,VVS1,60.8,58.0,3180,5.77,5.8,3.52
2417,0.72,Ideal,H,VVS1,61.8,55.0,3180,5.74,5.78,3.56
2418,0.72,Ideal,H,VVS1,61.5,57.0,3180,5.74,5.76,3.54
2421,0.91,Premium,H,SI1,62.2,56.0,3180,6.23,6.18,3.86
2424,0.63,Ideal,E,VVS1,61.1,58.0,3181,5.49,5.54,3.37
2425,0.92,Ideal,J,SI1,61.7,57.0,3181,6.21,6.26,3.85
2426,0.95,Premium,G,SI2,59.8,60.0,3181,6.36,6.34,3.8
2427,0.8,Ideal,I,VVS1,61.7,56.0,3181,5.98,5.92,3.67
2429,0.73,Ideal,D,VS2,62.1,56.0,3182,5.77,5.8,3.59
2430,0.73,Ideal,G,VVS2,61.9,56.0,3183,5.74,5.81,3.61
2431,0.73,Ideal,G,VVS2,62.2,55.0,3183,5.74,5.77,3.58
2433,1.11,Premium,I,I1,61.8,59.0,3183,6.65,6.58,4.09
2434,0.85,Ideal,H,SI1,60.8,57.0,3183,6.13,6.18,3.74
2435,0.76,Ideal,G,VS2,61.5,55.0,3183,5.92,5.88,3.63
2436,0.7,Premium,D,VS1,60.9,60.0,3183,5.75,5.71,3.49
2438,0.78,Ideal,G,VS2,61.7,55.0,3184,5.94,5.89,3.65
2439,0.7,Ideal,H,VS1,61.2,55.0,3185,5.71,5.76,3.51
2440,0.7,Ideal,H,VS1,61.0,56.0,3185,5.75,5.79,3.51
2441,0.7,Ideal,H,VS1,61.7,57.0,3185,5.66,5.7,3.5
2442,0.79,Ideal,D,SI1,61.2,56.0,3185,6.02,5.95,3.66
2443,0.72,Premium,G,IF,60.1,58.0,3185,5.89,5.86,3.53
2450,0.77,Ideal,E,SI1,61.6,57.0,3189,5.87,5.91,3.63
2453,0.71,Ideal,H,VS2,61.9,55.0,3189,5.74,5.77,3.56
2454,0.74,Ideal,E,VS2,59.5,57.0,3189,5.92,5.94,3.53
2455,0.73,Ideal,D,SI1,61.8,56.0,3189,5.8,5.76,3.57
2456,0.73,Ideal,D,SI1,61.9,56.0,3189,5.8,5.77,3.58
2457,1.01,Premium,J,VS2,62.4,60.0,3190,6.45,6.35,3.99
2458,0.71,Ideal,H,IF,62.0,54.0,3190,5.71,5.75,3.55
2459,0.89,Premium,G,SI1,61.1,58.0,3190,6.24,6.17,3.79
2462,0.7,Ideal,G,VVS2,60.6,56.0,3191,5.69,5.82,3.49
2463,0.7,Ideal,G,VVS2,60.3,57.0,3191,5.75,5.83,3.49
2464,0.7,Ideal,F,VVS2,62.0,55.0,3191,5.71,5.67,3.53
2465,0.71,Ideal,E,VS2,62.1,57.0,3191,5.71,5.75,3.56
2466,0.71,Ideal,E,VS2,62.0,57.0,3191,5.71,5.74,3.55
2467,0.8,Ideal,E,VS2,61.4,55.0,3192,5.96,5.99,3.67
2468,0.71,Ideal,D,VS1,62.2,55.0,3192,5.71,5.74,3.56
2469,0.75,Ideal,E,VS2,60.2,57.0,3192,5.93,5.9,3.56
2472,0.81,Ideal,G,SI1,62.2,57.0,3192,5.97,6.02,3.73
2473,0.76,Ideal,E,VS2,61.5,56.0,3192,5.92,5.89,3.63
2476,0.76,Premium,E,VS2,60.1,59.0,3192,6.01,5.97,3.6
2478,0.81,Premium,G,VS2,61.4,60.0,3193,6.02,5.99,3.69
2479,0.73,Ideal,F,VVS2,62.2,54.0,3193,5.8,5.75,3.59
2484,0.54,Premium,D,VVS1,61.4,57.5,3194,5.25,5.28,3.23
2486,0.73,Ideal,D,SI1,62.4,53.0,3195,5.79,5.82,3.62
2487,0.71,Ideal,G,VS1,62.3,54.0,3195,5.68,5.72,3.55
2488,0.8,Ideal,D,SI1,61.7,56.0,3195,5.96,6.0,3.69
2492,0.6,Ideal,F,VVS2,61.5,57.0,3196,5.42,5.45,3.34
2494,0.91,Ideal,F,SI2,61.7,55.0,3196,6.27,6.2,3.85
2496,0.51,Ideal,E,VVS1,61.3,56.0,3197,5.13,5.21,3.17
2499,0.83,Premium,F,SI1,62.0,59.0,3198,6.04,5.99,3.73
2500,0.73,Ideal,E,VS2,62.2,59.0,3198,5.74,5.77,3.58
2501,0.71,Ideal,E,VS1,61.4,59.0,3198,5.71,5.75,3.52
2502,0.71,Ideal,E,VS1,62.3,56.0,3198,5.66,5.7,3.54
2503,0.83,Ideal,F,SI1,62.1,55.0,3198,6.05,6.0,3.74
2504,0.7,Premium,E,VS2,61.0,59.0,3199,5.74,5.7,3.49
2507,0.71,Ideal,F,VS1,61.1,56.0,3199,5.71,5.74,3.5
2509,0.7,Ideal,F,VS1,62.4,56.0,3199,5.67,5.65,3.53
2510,0.7,Ideal,D,SI1,61.7,57.0,3199,5.76,5.73,3.54
2511,1.02,Premium,H,I1,62.5,60.0,3199,6.41,6.39,4.0
2513,0.74,Ideal,F,VS2,62.1,56.0,3200,5.83,5.79,3.61
2516,0.7,Ideal,E,VS2,60.5,59.0,3201,5.72,5.75,3.47
2517,0.7,Ideal,E,VS2,61.1,59.0,3201,5.67,5.73,3.48
2518,0.73,Ideal,E,VS2,62.4,57.0,3201,5.75,5.79,3.6
2519,0.84,Ideal,I,VS1,61.4,57.0,3201,6.03,6.09,3.72
2520,0.76,Ideal,F,VS2,61.0,55.0,3201,5.92,5.89,3.6
2526,1.02,Ideal,G,SI2,62.3,56.0,3204,6.39,6.35,3.97
2529,1.11,Premium,H,I1,61.0,59.0,3205,6.61,6.67,4.05
2530,0.7,Ideal,G,VVS2,60.8,56.0,3205,5.75,5.79,3.51
2531,0.7,Ideal,G,VVS2,61.0,56.0,3205,5.74,5.77,3.51
2539,0.9,Premium,D,SI2,59.0,61.0,3205,6.32,6.28,3.72
2540,0.72,Premium,D,VS2,60.6,57.0,3205,5.82,5.79,3.52
2541,0.75,Premium,E,VS2,61.8,58.0,3206,5.83,5.85,3.61
2542,0.75,Ideal,E,VS2,61.7,56.0,3206,5.84,5.86,3.61
2544,0.58,Ideal,D,VVS1,60.6,57.0,3206,5.38,5.41,3.27
2545,0.7,Ideal,G,VS1,61.2,56.0,3206,5.71,5.75,3.5
2546,0.7,Ideal,G,VS1,61.4,55.0,3206,5.71,5.76,3.53
2549,0.83,Ideal,D,SI2,62.1,56.0,3207,6.0,6.04,3.74
2550,1.01,Ideal,J,SI1,62.1,54.0,3207,6.48,6.4,4.0
2558,0.73,Ideal,G,VS1,60.8,56.4,3209,5.81,5.86,3.55
2559,0.79,Ideal,D,SI1,61.1,57.0,3209,5.94,6.0,3.65
2560,0.8,Ideal,D,SI2,61.9,54.0,3210,5.95,6.0,3.7
2561,0.7,Premium,D,VVS2,61.5,60.0,3210,5.71,5.64,3.49
2563,0.79,Ideal,F,SI1,60.8,55.0,3210,5.98,6.05,3.66
2566,0.9,Premium,F,SI2,61.9,62.0,3210,6.12,6.07,3.77
2570,0.73,Premium,F,VS1,60.7,61.0,3211,5.79,5.75,3.5
2572,0.77,Premium,F,VS1,59.5,58.0,3211,5.96,5.94,3.54
2573,0.82,Premium,E,SI1,61.2,61.0,3211,5.98,5.95,3.65
2574,0.61,Ideal,E,VVS1,59.9,61.0,3212,5.5,5.55,3.31
2576,0.71,Ideal,E,VS1,61.9,54.0,3212,5.74,5.76,3.56
2577,0.71,Ideal,E,VS1,62.3,54.0,3212,5.69,5.73,3.56
2578,0.76,Ideal,G,SI1,61.2,57.0,3212,5.85,5.9,3.59
2579,0.81,Premium,E,SI1,60.8,59.0,3213,5.99,5.95,3.63
